0.10000000000000005	6.3672693007757e-27	5.814256395929724e-27	6.2085648292166345e-27
0.12589254117941678	6.3545508208000116e-27	5.65508135089304e-27	6.1162742927494556e-27
0.15848931924611143	6.3456682992291276e-27	5.493321095587449e-27	6.0235714715451895e-27
0.19952623149688808	6.342205857012024e-27	5.338036147312881e-27	5.9359463937981035e-27
0.2511886431509582	6.349736657245014e-27	5.202180759189759e-27	5.8630378383805006e-27
0.3162277660168381	6.387839794441676e-27	5.100060828178076e-27	5.8220752512391146e-27
0.39810717055349754	6.49288523731315e-27	5.0499531096107685e-27	5.840399985540875e-27
0.5011872336272726	6.710522864644784e-27	5.084270338774527e-27	5.9571806844545926e-27
0.6309573444801936	7.126079209228089e-27	5.259972594220262e-27	6.2435828209052745e-27
0.7943282347242819	7.911005993857323e-27	5.689494326233437e-27	6.841292090722195e-27
1.0000000000000004	9.465253950803224e-27	6.633143651773644e-27	8.079421077611797e-27
1.2589254117941682	1.295665077564298e-26	8.848427262759665e-27	1.0916992612533786e-26
1.584893192461115	2.3376980046791343e-26	1.555926810044847e-26	1.9443828755034446e-26
1.9952623149688808	9.295995897681893e-26	6.030652623589322e-26	7.63295587240255e-26
2.5118864315095824	5.983690947426086e-25	3.7839496412505996e-25	4.850536023368547e-25
3.162277660168381	1.9742078082423968e-26	1.2170734809981619e-26	1.5800010677372582e-26
3.9810717055349754	5.3161274933462426e-27	3.195263660543552e-27	4.200721312573892e-27
5.011872336272727	2.6986021749757826e-27	1.5815280705661225e-27	2.105480389773014e-27
6.309573444801936	2.4813091221038017e-27	1.4180276963392707e-27	1.911599051156318e-27
7.943282347242821	7.55818536257749e-27	4.21236487067884e-27	5.749852164297981e-27
10.000000000000005	1.1073065094070867e-26	6.018931854579971e-27	8.318588986660225e-27
12.589254117941682	9.009703959096463e-28	4.776870646447374e-28	6.684275468801976e-28
15.848931924611149	6.349661203634819e-28	3.283998042748731e-28	4.652384190646071e-28
19.95262314968882	7.138945762015747e-27	3.60199843653696e-27	5.1660589833003525e-27
